find_id,admin_division,place,period,denomination,material,issuer,mint,start_year,end_year,imported,owner,reference
205,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=205
206,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=206
207,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=207
208,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=208
209,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=209
210,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=210
211,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=211
212,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=212
213,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=213
214,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=214
215,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=215
216,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=216
217,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=217
218,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=218
219,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=219
220,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=220
221,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=221
222,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=222
223,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=223
224,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=224
225,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=225
226,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=226
227,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=227
228,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=228
229,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=229
230,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=230
231,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=231
232,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=232
233,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=233
234,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=234
235,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=235
236,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=236
237,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=237
238,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,147,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=238
239,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=239
240,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=240
241,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=241
242,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=242
243,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=243
244,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=244
245,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=245
246,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=246
247,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=247
248,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=248
249,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=249
250,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=250
251,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=251
252,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=252
253,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=253
254,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=254
255,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=255
256,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=256
257,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=257
258,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=258
259,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=259
260,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=260
261,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=261
262,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=262
263,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=263
264,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=264
265,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=265
266,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=266
267,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=267
268,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=268
269,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=269
270,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=270
271,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=271
272,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=272
273,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=273
274,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=274
275,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=275
276,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=276
277,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=277
278,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=278
279,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=279
280,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=280
281,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=281
282,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=282
283,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=283
284,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=284
285,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=285
286,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=286
287,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=287
288,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=288
289,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=289
290,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=290
291,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=291
292,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=292
293,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=293
294,Deszczno,Deszczno,Roman (Römer), ,,Septimius Severus (Septimius Severus), ,193,211,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=294
295,Deszczno,Deszczno,Roman (Römer), ,,Septimius Severus (Septimius Severus), ,193,211,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=295
296,Deszczno,Deszczno,Roman (Römer), ,,Constantinus I (Constantinus I.),Treveri (Tre) ,317,340,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=296
298,mrągowski,Babięta,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,98,117,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=298
299,mrągowski,Babięta,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus), ,98,117,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=299
300,,,, ,,Valens (Valens), ,-123,-112,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=300
301,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=301
302,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=302
303,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=303
304,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=304
305,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=305
306,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=306
307,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=307
308,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=308
309,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=309
310,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=310
